183.928578	-4.5524853
183.9290502	-61.8364102
183.9300372	62.7383671
183.9318693	-18.492777
183.9325256	81.008203
183.932526	-54.4113655
183.9329907	28.8037448
183.9330479	-1.1255266
183.933081	52.5164383
183.9336477	-39.8490977
183.9336765	-36.5095019
183.933829	21.3648567
183.9347324	31.1990994
183.9356894	29.3124443
183.9381135	33.5416083
183.9381941	14.4589621
183.9388245	-10.54133
183.9404772	-34.2716935
183.9415643	19.4261598
183.9441439	-23.353775
183.9444184	-21.8140422
183.9446146	-23.3540972
183.9447646	-21.8169509
183.9448349	-49.0535835
183.9473951	-9.1891459
183.9474144	-37.2427654
183.9474379	47.6521665
183.9476175	45.8131106
183.947667	-55.940495
183.9481791	-7.7128421
183.9484307	32.5451194
183.9495001	23.6502787
183.9519565	9.340551
183.9520504	1.3606554
183.9522069	-20.9884317
183.9530972	-0.9441557
183.9531342	42.7226885
183.9536083	7.507112
183.9538102	-11.9586954
183.954611	-0.6108901
183.9548074	-51.0670669
183.9548604	35.246675
183.9570328	41.9376119
183.96012	-44.6349971
183.9608361	5.1414525
183.960875	-27.9471072
183.9626703	8.0615857
183.963916	17.6975275
183.9645065	12.603233
183.964884	-32.1103244
183.9682442	-47.3444874
183.9738229	0.8453199
183.9740043	-55.4143804
183.9744735	-30.3213457
183.9751272	86.0316353
183.9776038	14.4393623
183.9777205	-12.8530343
183.9781423	-75.6185593
183.9788899	-18.0068432
183.9794538	-80.6986919
183.9795126	-7.3210713
183.9802493	13.6428642
183.9811461	83.2004883
183.9815129	-9.2122514
183.9821421	-10.5343792
183.9823869	-68.1090626
183.9824293	-58.7212848
183.9842617	-58.7202107
183.9842719	-58.0123601
183.9843598	19.7018279
183.9845837	-35.5005773
183.9846028	-6.2946292
183.9848732	43.6739627
183.9915009	5.6398695
183.9918375	5.640194
183.9921502	-75.6210812
183.9951312	-63.8980777
183.9980269	68.5144688
184.0004067	14.8989299
184.001232	30.3910023
184.0016678	-12.7662144
184.0034769	28.0966175
184.0045647	-25.5701382
184.0069859	-33.2248823
184.0083533	-50.6269656
184.0088374	-49.7691877
184.0117478	79.1229045
184.0119511	-59.2054907
184.0137778	-30.4462324
184.0148569	8.2507489
184.0176244	33.4661996
184.0178151	35.4934111
184.0209823	15.5829813
184.0215506	-38.6098151
184.0217117	29.5509016
184.0240394	13.9620932
184.0242196	-43.8590888
184.0242698	-3.4648678
184.0263577	-31.7106179
184.0265031	-71.1385658
184.0268161	72.038346
184.0275135	40.825485
184.0291331	-35.4731243
184.0307558	11.5279752
184.031381	24.8133148
184.03261	-41.2974857
184.0333071	-41.0840894
184.0348218	80.1219035
184.0348377	25.7603253
184.0353972	-14.7867653
184.0363021	12.0132532
184.0363454	-43.8679482
184.0368677	-60.727987
184.0402158	-46.3420107
184.0416964	-51.2826292
184.0437537	24.0634107
184.0439197	-11.0890442
184.0457859	-28.509445
184.046876	-13.7264308
184.0488402	9.645588
